,Players,Values,Team
68,Luis Sinisterra,17000000.0,afc bournemouth
69,Antoine Semenyo,28000000.0,afc bournemouth
70,David Brooks,9000000.0,afc bournemouth
71,Evanilson,35000000.0,afc bournemouth
72,Enes Ünal,13000000.0,afc bournemouth
73,Daniel Jebbison,1200000.0,afc bournemouth
74,Mark Flekken,10000000.0,brentford fc
75,Hákon Rafn Valdimarsson,2500000.0,brentford fc
76,Matthew Cox,800000.0,brentford fc
77,Nathan Collins,28000000.0,brentford fc
78,Sepp van den Berg,18000000.0,brentford fc
79,Kristoffer Ajer,18000000.0,brentford fc
80,Ethan Pinnock,8000000.0,brentford fc
81,Ben Mee,900000.0,brentford fc
82,Ji-soo Kim,600000.0,brentford fc
83,Rico Henry,20000000.0,brentford fc
84,Aaron Hickey,22000000.0,brentford fc
85,Mads Roerslev,12000000.0,brentford fc
86,Vitaly Janelt,22000000.0,brentford fc
87,Christian Nørgaard,15000000.0,brentford fc
88,Yunus Emre Konak,4500000.0,brentford fc
89,Mathias Jensen,25000000.0,brentford fc
90,Josh Dasilva,10000000.0,brentford fc
91,Paris Maghoma,350000.0,brentford fc
92,Ryan Trevitt,275000.0,brentford fc
93,Fábio Carvalho,18000000.0,brentford fc
94,Yegor Yarmolyuk,12000000.0,brentford fc
95,Kevin Schade,22000000.0,brentford fc
96,Keane Lewis-Potter,20000000.0,brentford fc
97,Mikkel Damsgaard,15000000.0,brentford fc
98,Gustavo Nunes,10000000.0,brentford fc
99,Bryan Mbeumo,50000000.0,brentford fc
100,Yoane Wissa,28000000.0,brentford fc
101,Thiago,25000000.0,brentford fc
102,Bart Verbruggen,25000000.0,brighton amp hove albion
103,Jason Steele,3000000.0,brighton amp hove albion
104,Carl Rushworth,3000000.0,brighton amp hove albion
105,Jan Paul van Hecke,32000000.0,brighton amp hove albion
106,Igor,22000000.0,brighton amp hove albion
107,Adam Webster,12000000.0,brighton amp hove albion
108,Lewis Dunk,10000000.0,brighton amp hove albion
109,Ferdi Kadıoğlu,30000000.0,brighton amp hove albion
110,Pervis Estupiñán,30000000.0,brighton amp hove albion
111,Tariq Lamptey,12000000.0,brighton amp hove albion
112,Joël Veltman,7000000.0,brighton amp hove albion
113,Carlos Baleba,35000000.0,brighton amp hove albion
114,Mats Wieffer,30000000.0,brighton amp hove albion
115,Jack Hinshelwood,24000000.0,brighton amp hove albion
116,Matt O'Riley,22000000.0,brighton amp hove albion
117,Diego Gómez,12000000.0,brighton amp hove albion
118,Yasin Ayari,12000000.0,brighton amp hove albion
119,James Milner,1000000.0,brighton amp hove albion
120,Kaoru Mitoma,45000000.0,brighton amp hove albion
121,Simon Adingra,30000000.0,brighton amp hove albion
122,Yankuba Minteh,28000000.0,brighton amp hove albion
123,Brajan Gruda,25000000.0,brighton amp hove albion
124,Solly March,10000000.0,brighton amp hove albion
125,João Pedro,50000000.0,brighton amp hove albion
126,Evan Ferguson,40000000.0,brighton amp hove albion
127,Georginio Rutter,32000000.0,brighton amp hove albion
128,Danny Welbeck,5000000.0,brighton amp hove albion
129,Robert Sánchez,20000000.0,fc chelsea
130,Filip Jørgensen,20000000.0,fc chelsea
131,Marcus Bettinelli,800000.0,fc chelsea
132,Lucas Bergström,700000.0,fc chelsea
133,Levi Colwill,55000000.0,fc chelsea
134,Axel Disasi,30000000.0,fc chelsea
135,Wesley Fofana,30000000.0,fc chelsea
136,Benoît Badiashile,28000000.0,fc chelsea
137,Tosin Adarabioyo,20000000.0,fc chelsea
138,Trevoh Chalobah,13000000.0,crystal palace
139,Aarón Anselmino,8000000.0,fc chelsea
140,Marc Cucurella,30000000.0,fc chelsea
141,Ben Chilwell,20000000.0,fc chelsea
142,Renato Veiga,10000000.0,fc chelsea
143,Malo Gusto,35000000.0,fc chelsea
144,Reece James,30000000.0,fc chelsea
145,Joshua Acheampong,1000000.0,fc chelsea
146,Moisés Caicedo,80000000.0,fc chelsea
147,Roméo Lavia,40000000.0,fc chelsea
148,Enzo Fernández,75000000.0,fc chelsea
149,Kiernan Dewsbury-Hall,28000000.0,fc chelsea
150,Carney Chukwuemeka,15000000.0,fc chelsea
151,Cesare Casadei,10000000.0,fc chelsea
152,Cole Palmer,130000000.0,fc chelsea
153,Mykhailo Mudryk,30000000.0,fc chelsea
154,Jadon Sancho,30000000.0,fc chelsea
156,Pedro Neto,55000000.0,fc chelsea
157,Noni Madueke,40000000.0,fc chelsea
158,João Félix,30000000.0,fc chelsea
159,Nicolas Jackson,55000000.0,fc chelsea
161,Marc Guiu,8000000.0,fc chelsea
162,Dean Henderson,15000000.0,crystal palace
163,Matt Turner,4000000.0,crystal palace
164,Remi Matthews,500000.0,crystal palace
165,Marc Guéhi,45000000.0,crystal palace
166,Maxence Lacroix,20000000.0,crystal palace
167,Chadi Riad,15000000.0,crystal palace
168,Chris Richards,12000000.0,crystal palace
169,Rob Holding,4000000.0,crystal palace
170,Tyrick Mitchell,25000000.0,crystal palace
171,Daniel Muñoz,25000000.0,crystal palace
172,Nathaniel Clyne,1500000.0,crystal palace
173,Joel Ward,900000.0,crystal palace
175,Cheick Doucouré,35000000.0,crystal palace
176,Adam Wharton,32000000.0,crystal palace
177,Jefferson Lerma,14000000.0,crystal palace
178,Kaden Rodney,200000.0,crystal palace
179,Will Hughes,9000000.0,crystal palace
180,Justin Devenny,150000.0,crystal palace
181,Jeffrey Schlupp,6000000.0,crystal palace
182,Eberechi Eze,55000000.0,crystal palace
183,Daichi Kamada,15000000.0,crystal palace
184,Matheus França,13000000.0,crystal palace
185,Romain Esse,5000000.0,crystal palace
186,Ismaïla Sarr,20000000.0,crystal palace
187,Malcolm Ebiowei,1200000.0,crystal palace
188,Franco Umeh-Chibueze,75000.0,crystal palace
189,Eddie Nketiah,25000000.0,crystal palace
190,Jean-Philippe Mateta,20000000.0,crystal palace
191,Luke Plange,500000.0,crystal palace
192,Jordan Pickford,20000000.0,fc everton
193,João Virgínia,800000.0,fc everton
194,Asmir Begovic,300000.0,fc everton
195,Jarrad Branthwaite,42000000.0,fc everton
196,Jake O'Brien,15000000.0,fc everton
197,James Tarkowski,10000000.0,fc everton
198,Michael Keane,6000000.0,fc everton
200,Ashley Young,500000.0,fc everton
201,Nathan Patterson,15000000.0,fc everton
203,Orel Mangala,20000000.0,fc everton
204,James Garner,20000000.0,fc everton
205,Tim Iroegbunam,10000000.0,fc everton
207,Idrissa Gana Gueye,2000000.0,fc everton
208,Harrison Armstrong,500000.0,fc everton
209,Dwight McNeil,25000000.0,fc everton
210,Iliman Ndiaye,18000000.0,fc everton
211,Jesper Lindstrøm,20000000.0,fc everton
212,Jack Harrison,16000000.0,fc everton
213,Dominic Calvert-Lewin,22000000.0,fc everton
215,Armando Broja,15000000.0,fc everton
216,Chermiti,9000000.0,fc everton
217,Bernd Leno,11000000.0,fc fulham
218,Steven Benda,1000000.0,fc fulham
219,Joachim Andersen,32000000.0,fc fulham
220,Issa Diop,20000000.0,fc fulham
221,Calvin Bassey,16000000.0,fc fulham
222,Jorge Cuenca,6000000.0,fc fulham
223,Antonee Robinson,28000000.0,fc fulham
224,Ryan Sessegnon,9000000.0,fc fulham
225,Kenny Tete,15000000.0,fc fulham
226,Timothy Castagne,15000000.0,fc fulham
227,Sander Berge,20000000.0,fc fulham
228,Harrison Reed,11000000.0,fc fulham
229,Saša Lukić,10000000.0,fc fulham
230,Tom Cairney,2000000.0,fc fulham
231,Josh King,200000.0,fc fulham
232,Emile Smith Rowe,32000000.0,fc fulham
233,Andreas Pereira,20000000.0,fc fulham
234,Alex Iwobi,25000000.0,fc fulham
235,Martial Godo,600000.0,fc fulham
236,Reiss Nelson,18000000.0,fc fulham
237,Harry Wilson,17000000.0,fc fulham
239,Rodrigo Muniz,20000000.0,fc fulham
240,Raúl Jiménez,5000000.0,fc fulham
241,Carlos Vinícius,4000000.0,fc fulham
242,Arijanet Muric,8000000.0,ipswich town
243,Christian Walton,900000.0,ipswich town
245,Jacob Greaves,20000000.0,ipswich town
246,Dara O'Shea,14000000.0,ipswich town
247,Ben Godfrey,8000000.0,ipswich town
248,Cameron Burgess,2500000.0,ipswich town
249,Luke Woolfenden,2000000.0,ipswich town
250,George Edmundson,350000.0,ipswich town
251,Leif Davis,25000000.0,ipswich town
252,Conor Townsend,1200000.0,ipswich town
253,Ben Johnson,9000000.0,ipswich town
254,Harry Clarke,5000000.0,ipswich town
255,Axel Tuanzebe,5000000.0,ipswich town
256,Kalvin Phillips,20000000.0,ipswich town
257,Jens Cajuste,12000000.0,ipswich town
258,Jack Taylor,3000000.0,ipswich town
259,Sam Morsy,900000.0,ipswich town
260,Massimo Luongo,500000.0,ipswich town
261,Julio Enciso,22000000.0,brighton amp hove albion
262,Omari Hutchinson,22000000.0,ipswich town
263,Jaden Philogene,15000000.0,aston villa
264,Jack Clarke,15000000.0,ipswich town
265,Sammie Szmodics,12000000.0,ipswich town
266,Nathan Broadhead,5000000.0,ipswich town
267,Chiedozie Ogbene,8000000.0,ipswich town
268,Wes Burns,4000000.0,ipswich town
270,Liam Delap,25000000.0,ipswich town
271,George Hirst,5000000.0,ipswich town
272,Ali Al Hamadi,2500000.0,ipswich town
273,Mads Hermansen,12000000.0,leicester city
274,Daniel Iversen,3000000.0,leicester city
275,Danny Ward,1500000.0,leicester city
276,Jakub Stolarczyk,400000.0,leicester city
277,Wout Faes,20000000.0,leicester city
278,Caleb Okoli,12000000.0,leicester city
279,Conor Coady,3000000.0,leicester city
280,Jannik Vestergaard,3000000.0,leicester city
281,Victor Bernth Kristiansen,16000000.0,leicester city
282,Luke Thomas,6000000.0,leicester city
283,James Justin,15000000.0,leicester city
284,Ricardo Pereira,7000000.0,leicester city
285,Woyo Coulibaly,2000000.0,parma calcio 1913
286,Wilfred Ndidi,18000000.0,leicester city
287,Oliver Skipp,14000000.0,leicester city
288,Boubakary Soumaré,14000000.0,leicester city
289,Harry Winks,12000000.0,leicester city
290,Hamza Choudhury,4500000.0,leicester city
291,Michael Golding,2000000.0,leicester city
292,Bilal El Khannouss,30000000.0,leicester city
293,Facundo Buonanotte,22000000.0,leicester city
295,Stephy Mavididi,11000000.0,leicester city
296,Abdul Fatawu Issahaku,13000000.0,leicester city
297,Bobby Reid,5000000.0,leicester city
298,Kasey McAteer,900000.0,leicester city
299,Odsonne Edouard,14000000.0,crystal palace
300,Patson Daka,12000000.0,leicester city
301,Tom Cannon,6000000.0,leicester city
302,Jordan Ayew,3500000.0,leicester city
303,Jamie Vardy,1000000.0,leicester city
304,Alisson,25000000.0,fc liverpool
305,Caoimhín Kelleher,22000000.0,fc liverpool
306,Vitezslav Jaros,5000000.0,fc liverpool
307,Harvey Davies,500000.0,fc liverpool
310,Virgil van Dijk,28000000.0,fc liverpool
311,Jarell Quansah,22000000.0,fc liverpool
312,Andrew Robertson,25000000.0,fc liverpool
313,Kostas Tsimikas,20000000.0,fc liverpool
314,Trent Alexander-Arnold,75000000.0,fc liverpool
315,Conor Bradley,20000000.0,fc liverpool
316,Ryan Gravenberch,55000000.0,fc liverpool
317,Wataru Endo,12000000.0,fc liverpool
318,Tyler Morton,8000000.0,fc liverpool
319,Alexis Mac Allister,80000000.0,fc liverpool
320,Dominik Szoboszlai,75000000.0,fc liverpool
321,Curtis Jones,45000000.0,fc liverpool
322,Harvey Elliott,35000000.0,fc liverpool
323,Luis Díaz,85000000.0,fc liverpool
324,Cody Gakpo,60000000.0,fc liverpool
325,Mohamed Salah,55000000.0,fc liverpool
326,Federico Chiesa,22000000.0,fc liverpool
327,Darwin Núñez,65000000.0,fc liverpool
328,Diogo Jota,50000000.0,fc liverpool
329,Ederson,30000000.0,manchester city
331,Scott Carson,200000.0,manchester city
332,Rúben Dias,75000000.0,manchester city
333,Manuel Akanji,40000000.0,manchester city
334,Nathan Aké,35000000.0,manchester city
335,John Stones,32000000.0,manchester city
336,Vitor Reis,14000000.0,manchester city
337,Abdukodir Khusanov,12000000.0,rc lens
338,Jahmai Simpson-Pusey,2000000.0,manchester city
339,Josko Gvardiol,75000000.0,manchester city
340,Rico Lewis,40000000.0,manchester city
341,Kyle Walker,10000000.0,manchester city
342,Rodri,130000000.0,manchester city
343,Matheus Nunes,40000000.0,manchester city
344,Mateo Kovacic,28000000.0,manchester city
345,İlkay Gündoğan,10000000.0,manchester city
346,Bernardo Silva,60000000.0,manchester city
347,Kevin De Bruyne,35000000.0,manchester city
348,Claudio Echeverri,18000000.0,manchester city
349,James McAtee,14000000.0,manchester city
350,Jérémy Doku,60000000.0,manchester city
351,Jack Grealish,45000000.0,manchester city
352,Phil Foden,140000000.0,manchester city
353,Savio,55000000.0,manchester city
354,Oscar Bobb,25000000.0,manchester city
355,Erling Haaland,200000000.0,manchester city
356,Omar Marmoush,60000000.0,eintracht frankfurt
357,André Onana,35000000.0,manchester united
358,Altay Bayındır,10000000.0,manchester united
359,Tom Heaton,250000.0,manchester united
360,Leny Yoro,55000000.0,manchester united
361,Lisandro Martínez,50000000.0,manchester united
362,Matthijs de Ligt,45000000.0,manchester united
363,Harry Maguire,15000000.0,manchester united
364,Victor Lindelöf,10000000.0,manchester united
365,Jonny Evans,1500000.0,manchester united
366,Luke Shaw,20000000.0,manchester united
369,Diogo Dalot,40000000.0,manchester united
370,Noussair Mazraoui,32000000.0,manchester united
371,Manuel Ugarte Ribeiro,50000000.0,manchester united
372,Casemiro,12000000.0,manchester united
373,Toby Collyer,3000000.0,manchester united
374,Kobbie Mainoo,55000000.0,manchester united
375,Christian Eriksen,6000000.0,manchester united
376,Daniel Gore,900000.0,manchester united
377,Bruno Fernandes,55000000.0,manchester united
378,Mason Mount,32000000.0,manchester united
379,Marcus Rashford,55000000.0,manchester united
380,Alejandro Garnacho,50000000.0,manchester united
381,Amad Diallo,25000000.0,manchester united
382,Antony,20000000.0,manchester united
383,Rasmus Højlund,60000000.0,manchester united
384,Joshua Zirkzee,42000000.0,manchester united
386,Nick Pope,14000000.0,newcastle united
387,Odysseas Vlachodimos,7000000.0,newcastle united
389,Mark Gillespie,300000.0,newcastle united
391,Sven Botman,45000000.0,newcastle united
392,Lloyd Kelly,18000000.0,newcastle united
393,Fabian Schär,9000000.0,newcastle united
394,Dan Burn,7000000.0,newcastle united
395,Jamaal Lascelles,6000000.0,newcastle united
396,Lewis Hall,25000000.0,newcastle united
397,Matt Targett,8000000.0,newcastle united
399,Valentino Livramento,35000000.0,newcastle united
400,Kieran Trippier,8000000.0,newcastle united
401,Emil Krafth,2500000.0,newcastle united
402,Bruno Guimarães,80000000.0,newcastle united
403,Joelinton,40000000.0,newcastle united
404,Sandro Tonali,38000000.0,newcastle united
405,Joe Willock,28000000.0,newcastle united
406,Sean Longstaff,25000000.0,newcastle united
407,Lewis Miley,22000000.0,newcastle united
408,Anthony Gordon,60000000.0,newcastle united
409,Harvey Barnes,35000000.0,newcastle united
410,Miguel Almirón,16000000.0,newcastle united
411,Jacob Murphy,14000000.0,newcastle united
412,Alexander Isak,75000000.0,newcastle united
413,Callum Wilson,11000000.0,newcastle united
415,Matz Sels,7000000.0,nottingham forest
418,Murillo,50000000.0,nottingham forest
419,Nikola Milenković,25000000.0,nottingham forest
420,Morato,15000000.0,nottingham forest
421,Andrew Omobamidele,11000000.0,nottingham forest
423,Álex Moreno,11000000.0,nottingham forest
424,Harry Toffolo,5000000.0,nottingham forest
426,Ola Aina,14000000.0,nottingham forest
427,Ibrahim Sangaré,28000000.0,nottingham forest
428,Danilo,28000000.0,nottingham forest
429,Elliot Anderson,24000000.0,nottingham forest
431,James Ward-Prowse,16000000.0,nottingham forest
432,Ryan Yates,13000000.0,nottingham forest
433,Lewis O'Brien,5000000.0,nottingham forest
434,Eric da Silva Moreira,1000000.0,nottingham forest
435,Morgan Gibbs-White,40000000.0,nottingham forest
436,Callum Hudson-Odoi,24000000.0,nottingham forest
437,Jota Silva,14000000.0,nottingham forest
438,Ramón Sosa,13000000.0,nottingham forest
439,Anthony Elanga,25000000.0,nottingham forest
440,Taiwo Awoniyi,22000000.0,nottingham forest
441,Chris Wood,7000000.0,nottingham forest
442,Emmanuel Dennis,4000000.0,nottingham forest
443,Aaron Ramsdale,20000000.0,fc southampton
444,Gavin Bazunu,14000000.0,fc southampton
445,Joe Lumley,600000.0,fc southampton
446,Alex McCarthy,500000.0,fc southampton
447,Taylor Harwood-Bellis,25000000.0,fc southampton
448,Armel Bella-Kotchap,12000000.0,fc southampton
449,Jan Bednarek,11000000.0,fc southampton
450,Nathan Wood-Gordon,3800000.0,fc southampton
451,Jack Stephens,2000000.0,fc southampton
452,Joachim Kayi Sanda,800000.0,fc southampton
453,Juan Larios,4500000.0,fc southampton
454,Ryan Manning,3500000.0,fc southampton
455,Welington,3500000.0,fc southampton
456,Charlie Taylor,2800000.0,fc southampton
457,Kyle Walker-Peters,20000000.0,fc southampton
458,Yukinari Sugawara,12000000.0,fc southampton
459,James Bree,2500000.0,fc southampton
460,Lesley Ugochukwu,25000000.0,fc southampton
461,Flynn Downes,15000000.0,fc southampton
462,Mateus Fernandes,15000000.0,fc southampton
463,Albert Grønbaek,15000000.0,fc southampton
464,Will Smallbone,7000000.0,fc southampton
465,Joe Aribo,6000000.0,fc southampton
466,Adam Lallana,900000.0,fc southampton
467,Kamaldeen Sulemana,13000000.0,fc southampton
468,Ryan Fraser,3000000.0,fc southampton
469,Tyler Dibling,22000000.0,fc southampton
470,Samuel Amo-Ameyaw,300000.0,fc southampton
471,Adam Armstrong,16000000.0,fc southampton
472,Cameron Archer,14000000.0,fc southampton
473,Paul Onuachu,11000000.0,fc southampton
474,Ross Stewart,4500000.0,fc southampton
475,Guglielmo Vicario,35000000.0,tottenham hotspur
476,Antonín Kinský,12000000.0,tottenham hotspur
477,Fraser Forster,1200000.0,tottenham hotspur
478,Brandon Austin,600000.0,tottenham hotspur
479,Alfie Whiteman,500000.0,tottenham hotspur
480,Cristian Romero,65000000.0,tottenham hotspur
481,Micky van de Ven,55000000.0,tottenham hotspur
482,Radu Drăgușin,25000000.0,tottenham hotspur
483,Ben Davies,8000000.0,tottenham hotspur
484,Destiny Udogie,45000000.0,tottenham hotspur
485,Sergio Reguilón,11000000.0,tottenham hotspur
486,Pedro Porro,45000000.0,tottenham hotspur
487,Archie Gray,25000000.0,tottenham hotspur
488,Djed Spence,8000000.0,tottenham hotspur
489,Yves Bissouma,35000000.0,tottenham hotspur
490,Rodrigo Bentancur,35000000.0,tottenham hotspur
491,Pape Matar Sarr,45000000.0,tottenham hotspur
492,Lucas Bergvall,12000000.0,tottenham hotspur
493,James Maddison,60000000.0,tottenham hotspur
494,Dejan Kulusevski,60000000.0,tottenham hotspur
495,Son Heung-min,38000000.0,tottenham hotspur
496,Timo Werner,15000000.0,tottenham hotspur
497,Mikey Moore,10000000.0,tottenham hotspur
498,Brennan Johnson,50000000.0,tottenham hotspur
499,Wilson Odobert,18000000.0,tottenham hotspur
500,Min-hyeok Yang,3500000.0,tottenham hotspur
501,Dominic Solanke,45000000.0,tottenham hotspur
502,Richarlison,30000000.0,tottenham hotspur
503,Will Lankshear,3000000.0,tottenham hotspur
504,Dane Scarlett,1800000.0,tottenham hotspur
505,Alphonse Areola,10000000.0,west ham united
506,Wes Foderingham,900000.0,west ham united
507,Lukasz Fabianski,700000.0,west ham united
508,Max Kilman,35000000.0,west ham united
509,Jean-Clair Todibo,32000000.0,west ham united
510,Konstantinos Mavropanos,20000000.0,west ham united
511,Kaelan Casey,1000000.0,west ham united
512,Emerson Palmieri,12000000.0,west ham united
513,Aaron Cresswell,700000.0,west ham united
514,Aaron Wan-Bissaka,22000000.0,west ham united
515,Vladimír Coufal,7000000.0,west ham united
516,Edson Álvarez,30000000.0,west ham united
517,Tomas Soucek,24000000.0,west ham united
518,Guido Rodríguez,15000000.0,west ham united
519,Carlos Soler,20000000.0,west ham united
520,Andrew Irving,5000000.0,west ham united
521,Lucas Paquetá,40000000.0,west ham united
522,Crysencio Summerville,22000000.0,west ham united
523,Mohammed Kudus,50000000.0,west ham united
524,Jarrod Bowen,45000000.0,west ham united
525,Luis Guilherme,22000000.0,west ham united
526,Niclas Füllkrug,15000000.0,west ham united
527,Danny Ings,7000000.0,west ham united
528,Michail Antonio,3000000.0,west ham united
529,José Sá,8000000.0,wolverhampton wanderers
530,Sam Johnstone,8000000.0,wolverhampton wanderers
531,Daniel Bentley,2000000.0,wolverhampton wanderers
532,Tom King,200000.0,wolverhampton wanderers
533,Toti Gomes,20000000.0,wolverhampton wanderers
534,Emmanuel Agbadou,10000000.0,stade reims
535,Santiago Bueno,8000000.0,wolverhampton wanderers
536,Yerson Mosquera,8000000.0,wolverhampton wanderers
537,Bastien Meupiyou,2500000.0,wolverhampton wanderers
538,Craig Dawson,2000000.0,wolverhampton wanderers
539,Rayan Aït-Nouri,35000000.0,wolverhampton wanderers
540,Nélson Semedo,10000000.0,wolverhampton wanderers
541,Pedro Lima,5000000.0,wolverhampton wanderers
542,Matt Doherty,2500000.0,wolverhampton wanderers
543,André,25000000.0,wolverhampton wanderers
544,Mario Lemina,9000000.0,wolverhampton wanderers
545,Boubacar Traoré,6000000.0,wolverhampton wanderers
546,João Gomes,40000000.0,wolverhampton wanderers
547,Jean-Ricner Bellegarde,18000000.0,wolverhampton wanderers
548,Tommy Doyle,10000000.0,wolverhampton wanderers
549,Luke Cundle,5000000.0,wolverhampton wanderers
550,Rodrigo Gomes,15000000.0,wolverhampton wanderers
551,Tawanda Chirewa,500000.0,wolverhampton wanderers
552,Gonçalo Guedes,15000000.0,wolverhampton wanderers
553,Carlos Forbs,8000000.0,wolverhampton wanderers
554,Enso González,4000000.0,wolverhampton wanderers
555,Pablo Sarabia,7000000.0,wolverhampton wanderers
556,Matheus Cunha,50000000.0,wolverhampton wanderers
557,Jørgen Strand Larsen,27000000.0,wolverhampton wanderers
558,Hwang Hee-chang,22000000.0,wolverhampton wanderers
559,Sasa Kalajdzic,5000000.0,wolverhampton wanderers
560,Nathan Fraser,600000.0,wolverhampton wanderers
0,Jan Oblak,25000000.0,atletico madrid
1,Juan Musso,4000000.0,atletico madrid
2,Robin Le Normand,40000000.0,atletico madrid
4,Clément Lenglet,7500000.0,atletico madrid
5,Axel Witsel,2500000.0,atletico madrid
6,César Azpilicueta,1800000.0,atletico madrid
7,Reinildo Mandava,8000000.0,atletico madrid
8,Javi Galán,4000000.0,atletico madrid
9,Nahuel Molina,25000000.0,atletico madrid
10,Pablo Barrios,50000000.0,atletico madrid
11,Conor Gallagher,40000000.0,atletico madrid
12,Rodrigo De Paul,25000000.0,atletico madrid
13,Koke,10000000.0,atletico madrid
14,Marcos Llorente,28000000.0,atletico madrid
16,Samuel Lino,25000000.0,atletico madrid
17,Rodrigo Riquelme,22000000.0,atletico madrid
18,Marcos Paulo,500000.0,atletico madrid
19,Ángel Correa,15000000.0,atletico madrid
20,Giuliano Simeone,12000000.0,atletico madrid
21,Julián Alvarez,80000000.0,atletico madrid
22,Alexander Sørloth,25000000.0,atletico madrid
23,Antoine Griezmann,22000000.0,atletico madrid
24,Marc-André ter Stegen,15000000.0,fc barcelona
25,Iñaki Peña,10000000.0,fc barcelona
26,Wojciech Szczesny,1000000.0,fc barcelona
27,Ander Astralaga,1000000.0,fc barcelona
28,Pau Cubarsí,70000000.0,fc barcelona
29,Ronald Araujo,55000000.0,fc barcelona
30,Andreas Christensen,20000000.0,fc barcelona
31,Eric García,18000000.0,fc barcelona
32,Iñigo Martínez,5000000.0,fc barcelona
33,Sergi Domínguez,1000000.0,fc barcelona
34,Alejandro Balde,50000000.0,fc barcelona
35,Gerard Martín,5000000.0,fc barcelona
36,Jules Koundé,60000000.0,fc barcelona
37,Héctor Fort,10000000.0,fc barcelona
38,Marc Casadó,30000000.0,fc barcelona
39,Marc Bernal,5000000.0,fc barcelona
40,Pedri,100000000.0,fc barcelona
41,Gavi,80000000.0,fc barcelona
42,Fermín López,50000000.0,fc barcelona
43,Frenkie de Jong,45000000.0,fc barcelona
44,Dani Olmo,60000000.0,fc barcelona
45,Pablo Torre,7500000.0,fc barcelona
46,Raphinha,80000000.0,fc barcelona
47,Ansu Fati,10000000.0,fc barcelona
48,Lamine Yamal,180000000.0,fc barcelona
49,Ferran Torres,28000000.0,fc barcelona
50,Robert Lewandowski,15000000.0,fc barcelona
52,Thibaut Courtois,25000000.0,real madrid
53,Andriy Lunin,20000000.0,real madrid
54,Éder Militão,40000000.0,real madrid
55,Antonio Rüdiger,24000000.0,real madrid
56,David Alaba,10000000.0,real madrid
57,Raúl Asencio,7500000.0,real madrid
58,Jesús Vallejo,1000000.0,real madrid
59,Ferland Mendy,18000000.0,real madrid
60,Fran García,15000000.0,real madrid
61,Dani Carvajal,10000000.0,real madrid
62,Lucas Vázquez,3500000.0,real madrid
